"","id","issue","rcid","file id","comment","status","unit"
"197",126,"none of the hq submission dates (planned/received) available","IND1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IND1801_IM Hub_Output_1</a>","","","reporting"
"198",127,"none of the hq submission dates (planned/received) available","IND1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IND1801_IM Hub_M&E_1</a>","","","research design"
"199",128,"none of the hq submission dates (planned/received) available","IND1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IND1801_IM Hub_LL_1</a>","","","research design"
"200",140,"none of the hq submission dates (planned/received) available","IRQ1702","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1702_Informal_Site_RASP_2018_M&E_1</a>","","","research design"
"201",141,"none of the hq submission dates (planned/received) available","IRQ1702","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1702_Informal_Site_RASP_2018_LL_1</a>","","","research design"
"202",142,"none of the hq submission dates (planned/received) available","IRQ1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Price Monitoring october Data + Analysis </a>","","?","data"
"203",145,"none of the hq submission dates (planned/received) available","IRQ1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1703_JPMI_M&E_1</a>","","","research design"
"204",146,"none of the hq submission dates (planned/received) available","IRQ1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1703_JPMI_LL_1</a>","","","research design"
"205",148,"none of the hq submission dates (planned/received) available","IRQ1704","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704_UNHCR_PDM_M&E_1</a>","","","research design"
"206",149,"none of the hq submission dates (planned/received) available","IRQ1704","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704_UNHCR_PDM_LL_1</a>","","","research design"
"207",152,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Report_baseline/endline_1</a>","","","reporting"
"208",153,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Report_batch1_1</a>","","","reporting"
"209",154,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Report_batch2_1</a>","","","reporting"
"210",155,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Report_batch3_1</a>","","","reporting"
"211",156,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_CRI_Presentation_1</a>","","","reporting"
"212",157,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_CRI_Presentation_1</a>","","","reporting"
"213",158,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_CRI_M&E_1</a>","","","research design"
"214",159,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_CRI_LL_1</a>","","","research design"
"215",160,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_PDM_KRI_batch4*</a>","","1 not received","data"
"216",162,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Data_batch1_1</a>","","","data"
"217",163,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Data_batch2_1</a>","","","data"
"218",164,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Data_batch3_1</a>","","","data"
"219",166,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Analysis_batch1_1</a>","","","data"
"220",167,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Analysis_batch2_1</a>","","","data"
"221",168,"none of the hq submission dates (planned/received) available","IRQ1704b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1704b_UNHCR_PDM_MPCA_Analysis_batch3_1</a>","","","data"
"222",169,"none of the hq submission dates (planned/received) available","IRQ1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1705_Camp_Profiling_M&E_1</a>","","","research design"
"223",170,"none of the hq submission dates (planned/received) available","IRQ1705","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1705_Camp_Profiling_LL_1</a>","","","research design"
"224",172,"none of the hq submission dates (planned/received) available","IRQ1706","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1706_ROAR_M&E_1</a>","","","research design"
"225",173,"none of the hq submission dates (planned/received) available","IRQ1706","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1706_ROAR_LL_1</a>","","","research design"
"226",174,"none of the hq submission dates (planned/received) available","IRQ1710","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1710_Area_based_Assessment_M&E_1</a>","","","research design"
"227",175,"none of the hq submission dates (planned/received) available","IRQ1710","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1710_Area_based_Assessment_LL_1</a>","","","research design"
"228",178,"none of the hq submission dates (planned/received) available","IRQ1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1801_MCNA_VI_M&E_1</a>","","","research design"
"229",179,"none of the hq submission dates (planned/received) available","IRQ1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1801_MCNA_VI_LL_1</a>","","","research design"
"230",181,"none of the hq submission dates (planned/received) available","IRQ1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1802_IDP Mass communications_M&E_1</a>","","","research design"
"231",182,"none of the hq submission dates (planned/received) available","IRQ1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1802_IDP Mass communications_LL_1</a>","","","research design"
"232",184,"none of the hq submission dates (planned/received) available","IRQ1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1803_comprehensive_baseline_assessment_UNHCR_MPCA_M&E_1</a>","","","research design"
"233",185,"none of the hq submission dates (planned/received) available","IRQ1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1803_comprehensive_baseline_assessment_UNHCR_MPCA_LL_1</a>","","","research design"
"234",186,"none of the hq submission dates (planned/received) available","IRQ1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1803_comprehensive_baseline_assessment_UNHCR_MPCA_Data_1</a>","","1 not received","data"
"235",189,"none of the hq submission dates (planned/received) available","IRQ1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1804_MSNAIV_Refugees_Out_Of_Camp_Preliminary_Presentation_1</a>","","","reporting"
"236",190,"none of the hq submission dates (planned/received) available","IRQ1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1804_MSNAIV_Refugees_Out_Of_Camp_M&E_1</a>","","","research design"
"237",191,"none of the hq submission dates (planned/received) available","IRQ1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1804_MSNAIV_Refugees_Out_Of_Camp_LL_1</a>","","","research design"
"238",194,"none of the hq submission dates (planned/received) available","IRQ1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1805_SIRA_M&E_1</a>","","","research design"
"239",195,"none of the hq submission dates (planned/received) available","IRQ1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1805_SIRA_LL_1</a>","","","research design"
"240",199,"none of the hq submission dates (planned/received) available","IRQ1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1806_IDP_Intentions_Assessment_M&E_1</a>","","","research design"
"241",200,"none of the hq submission dates (planned/received) available","IRQ1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1806_IDP_Intentions_Assessment_LL_1</a>","","","research design"
"242",201,"none of the hq submission dates (planned/received) available","IRQ1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1807a_Ninewa_Context_Monitoring_TOR_1</a>","Monthly exercise","","research design"
"243",202,"none of the hq submission dates (planned/received) available","IRQ1807a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1807a_Ninewa_Context_Monitoring</a>","","","other"
"244",203,"none of the hq submission dates (planned/received) available","IRQ1807b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1807b_GIZ_Ninewa_TPM_TOR_1</a>","Baseline, midline, endline","","research design"
"245",204,"none of the hq submission dates (planned/received) available","IRQ1807b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1807a_GIZ_Ninewa_TPM_</a>","","","other"
"246",205,"none of the hq submission dates (planned/received) available","IRQ1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>IRQ1808_Value_Chain_TOR_1</a>","","","research design"
"247",206,"none of the hq submission dates (planned/received) available","IRQ1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4></a>","","","other"
"248",228,"none of the hq submission dates (planned/received) available","JOR1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1703_OSF_Legal_Protection_Needs_M&E_1</a>","","","research design"
"249",229,"none of the hq submission dates (planned/received) available","JOR1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1703_OSF_Legal_Protection_Needs_LL_</a>","","","research design"
"250",230,"none of the hq submission dates (planned/received) available","JOR1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1708_UN Women Agriculture Assessment_M&E_1</a>","","2 with HQ","research design"
"251",231,"none of the hq submission dates (planned/received) available","JOR1709","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1709_Zaatari_WASH_Thematic_M&E_1</a>","","","research design"
"252",232,"none of the hq submission dates (planned/received) available","JOR1709","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1709_Zaatari_WASH_Thematic_LL_1</a>","","","research design"
"253",233,"none of the hq submission dates (planned/received) available","JOR1710","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1710_FAO_Regional_Assessment_M&E_1</a>","","","research design"
"254",234,"none of the hq submission dates (planned/received) available","JOR1710","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1710_FAO_Regional_Assessment_LL_1</a>","","","research design"
"255",235,"none of the hq submission dates (planned/received) available","JOR1711","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1711_ECHO Protection Project monitoring_Report_Round 3</a>","","","reporting"
"256",244,"none of the hq submission dates (planned/received) available","JOR1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1801_FAO_DRR_Actors_M&E_1</a>","","","research design"
"257",245,"none of the hq submission dates (planned/received) available","JOR1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1801_FAO DRR Actors_LL_1</a>","","","research design"
"258",246,"none of the hq submission dates (planned/received) available","JOR1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1802_FAO_Migrant_labour_Syrian_Refugees_Agriculture_LL_1</a>","","","research design"
"259",247,"none of the hq submission dates (planned/received) available","JOR1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1802_FAO_Migrant_labour_Syrian_Refugees_Agriculture_M&E_1</a>","","","research design"
"260",249,"none of the hq submission dates (planned/received) available","JOR1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1803_WFP_CFSVA_M&E_1</a>","","","research design"
"261",250,"none of the hq submission dates (planned/received) available","JOR1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1803_WFP_CFSVA_LL_1</a>","","","research design"
"262",251,"none of the hq submission dates (planned/received) available","JOR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1805_KAP_Survey_WASH_M&E_1</a>","","","research design"
"263",252,"none of the hq submission dates (planned/received) available","JOR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1805_KAP_Survey_WASH_LL_1</a>","","","research design"
"264",253,"none of the hq submission dates (planned/received) available","JOR1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1806_Mujib Security Context Analysis_M&E_1</a>","","","research design"
"265",254,"none of the hq submission dates (planned/received) available","JOR1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1806_Mujib Security Context Analysis_LL_1</a>","","","research design"
"266",261,"none of the hq submission dates (planned/received) available","JOR1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1808_Women_livelihoods_research_Final_Presentation_1</a>","","","reporting"
"267",262,"none of the hq submission dates (planned/received) available","JOR1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1808_Women_livelihoods_research_Preliminary_Presentation_1</a>","","","reporting"
"268",278,"none of the hq submission dates (planned/received) available","JOR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1810_PALM_host-refugee_relations_Data_1_TBD</a>","","","data"
"269",279,"none of the hq submission dates (planned/received) available","JOR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1810_PALM_host-refugee_relations_Analysis_1_TBD</a>","","","data"
"270",280,"none of the hq submission dates (planned/received) available","JOR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1810_PALM_host-refugee_relations_Report_1</a>","Based on literature review","","reporting"
"271",281,"none of the hq submission dates (planned/received) available","JOR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>JOR1810_PALM_host-refugee_relations_Report_1</a>","Based on IMPACT raw data from previous assessments","","reporting"
"272",282,"none of the hq submission dates (planned/received) available","KEN1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1801_infrastructure_mapping_Dadaab_M&E_1</a>","","","research design"
"273",283,"none of the hq submission dates (planned/received) available","KEN1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1801_infrastructure_mapping_Dadaab_LL_1</a>","","","research design"
"274",288,"none of the hq submission dates (planned/received) available","KEN1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1802_HH_needs_assessment_M&E_1</a>","","","research design"
"275",289,"none of the hq submission dates (planned/received) available","KEN1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1802_HH_needs_assessment_LL_1</a>","","","research design"
"276",293,"none of the hq submission dates (planned/received) available","KEN1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1803_HH_intentions_assessment_M&E_1</a>","","","research design"
"277",294,"none of the hq submission dates (planned/received) available","KEN1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>KEN1803_HH_intentions_assessment_LL_1</a>","","","research design"
"278",303,"none of the hq submission dates (planned/received) available","LBY1702","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1702_Market Monitoring_SO_December 2018</a>","","","other"
"279",304,"none of the hq submission dates (planned/received) available","LBY1702","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1702_Market_Monitoring_M&E_1</a>","","","research design"
"280",305,"none of the hq submission dates (planned/received) available","LBY1702","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1702_Market_Monitoring_LL_1</a>","","","research design"
"281",307,"none of the hq submission dates (planned/received) available","LBY1702a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1702a_Market_Monitoring_Minimum_Expenditure_Data_1</a>","","","other"
"282",308,"none of the hq submission dates (planned/received) available","LBY1702a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1702a_Market_Monitoring_Minimum_Expenditure_Output_1</a>","","","other"
"283",309,"none of the hq submission dates (planned/received) available","LBY1708","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY_1708_Rapid Assessments_TOR_1</a>","","","research design"
"284",310,"none of the hq submission dates (planned/received) available","LBY1708d","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1708d_Tripoli_Rapid_Assessment_M&E_1</a>","","","research design"
"285",311,"none of the hq submission dates (planned/received) available","LBY1708d","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1708d_Tripoli_Rapid_Assessment_LL_1</a>","","","research design"
"286",317,"none of the hq submission dates (planned/received) available","LBY1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1801_Refugee_Migrant_Children_M&E_1</a>","","","research design"
"287",318,"none of the hq submission dates (planned/received) available","LBY1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1801_Refugee_Migrant_Children_LL_1</a>","","","research design"
"288",321,"none of the hq submission dates (planned/received) available","LBY1802a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1802a_Mixed_Migrations_First_Thematic_M&E_1</a>","","","research design"
"289",322,"none of the hq submission dates (planned/received) available","LBY1802a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1802a_Mixed_Migrations_First_Thematic_LL_1</a>","","","research design"
"290",324,"none of the hq submission dates (planned/received) available","LBY1802b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1802b_Mixed Migration 2nd Thematic_Refugee needs_M&E_1</a>","","","research design"
"291",325,"none of the hq submission dates (planned/received) available","LBY1802b","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1802b_Mixed Migration 2nd Thematic_Refugee needs__LL_1</a>","","","research design"
"292",332,"none of the hq submission dates (planned/received) available","LBY1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>LBY1803_Azzawya_ABA_Webmap_1</a>","","","GIS"
